Enfermedad,Persona,frase,num_ind,indicador,dimension,contiene_indicador
Esquizofrenia ,Primera Persona ,Siempre mienten.,0,,,0
Esquizofrenia ,Primera Persona ,Todos mienten y especialmente los médicos.,0,,,0
Esquizofrenia ,Primera Persona ,Sé que mienten porque me dicen que estoy bien pero no estoy bien,1,insatisfacción comunicación médico-paciente,Dimensión 9: Healthcare Interaction,1
Esquizofrenia ,Primera Persona ,; me quiero a veces morir,1,pensamiento suicida,Dimensión 8: Mental Health,1
Esquizofrenia ,Primera Persona ,", a veces no puedo sufrir más",1,sufrimiento,Dimensión 3: Bodily Pain,1
Esquizofrenia ,Primera Persona ,", pero todos dicen que estoy bien, que he mejorado.",0,,,0
Esquizofrenia ,Primera Persona ,"No me dejan mejorar, quieren que siga su orden, ese orden que nos destruye a los que no lo aceptamos.",0,,,0
Esquizofrenia ,Primera Persona ,A veces se me rompen las ideas,1,afectación cognitiva,Dimensión 7: Role Limitations due to Emotional Problems,1
Esquizofrenia ,Primera Persona ,Ahora mismo no sabría seguir.,0,,,0
Esquizofrenia ,Primera Persona ,Puedo estar callado pero no dejo de pensar.,0,,,0
Esquizofrenia ,Primera Persona ,Es algo que me sobrepasa y me agota,1,cansancio mental,Dimensión 7: Role Limitations due to Emotional Problems,1
Esquizofrenia ,Primera Persona ,"Por eso estoy aquí, porque sufro",1,sufrimiento,Dimensión 3: Bodily Pain,1
Esquizofrenia ,Primera Persona ,"A usted todo esto le importa una mierda, usted a lo suyo, a dominar a los locos.",0,,,0
Esquizofrenia ,Primera Persona ,"Tal vez estoy loco, pero más locos están los que me lo llaman.",0,,,0
Esquizofrenia ,Primera Persona ,Con sus medicinas me rompe más,2,insatisfacción tratamiento,Dimensión 9: Healthcare Interaction,1
Esquizofrenia ,Primera Persona ,Con sus medicinas me rompe más,2,efectos secundarios,Dimensión 5: Vitality,1
Esquizofrenia ,Primera Persona ,", me anula más, me deteriora más",1,empeoramiento enfermedad,Dimensión 3: Bodily Pain,1
Esquizofrenia ,Primera Persona ,", me domestica como a un animal.",0,,,0
Esquizofrenia ,Primera Persona ,"No soy un animal, soy una persona que sufre",1,sufrimiento,Dimensión 3: Bodily Pain,1
Esquizofrenia ,Primera Persona ,Tengo angustia,1,angustia,Dimensión 8: Mental Health,1
Esquizofrenia ,Primera Persona ,", a veces estoy paralizado y no puedo ni moverme ni pensar",1,limitaciones físicas cognitivas,Dimensión 7: Role Limitations due to Emotional Problems,1
Esquizofrenia ,Primera Persona ,", sólo oír esa voz que me domina.",0,,,0
Cáncer ,Tercera Persona ,Leire nació sana y feliz el 3 de diciembre de 2016.,0,,,0
Cáncer ,Tercera Persona ,"En noviembre de 2018 se cayó, como puede caerse cualquier niño, pero lo malo fue que ella empezó a cojear",1,identificación primeros síntomas: cojera,Dimensión 3: Bodily Pain,1
Cáncer ,Tercera Persona ,Fuimos a urgencias y le dieron un analgésico para el dolor y nos mandaron que guardara cuatro o cinco días de reposo.,0,,,0
Cáncer ,Tercera Persona ,Después de esos días de recuperación Leire seguía cojeando y empezó a tener fiebre,1,identificación primeros síntomas: cojera fiebre,Dimensión 1: Physical Functioning,1
Cáncer ,Tercera Persona ,Tuvimos que volver a urgencias y fue cuando le realizaron una analítica y nos dijeron que tenía que quedarse ingresada porque los resultados no habían salido bien.,0,,,0
Cáncer ,Tercera Persona ,Esa noche no pegué ojo,2,incertidumbre,Dimensión 8: Mental Health,1
Cáncer ,Tercera Persona ,Esa noche no pegué ojo,2,problemas sueño,Dimensión 4: General Health Perceptions,1
Cáncer ,Tercera Persona ,"A la mañana siguiente, la oncóloga nos llevó al despacho y nos dijo que la niña seguramente tenía cáncer",1,confirmación diagnóstico,Dimensión 9: Healthcare Interaction,1
Cáncer ,Tercera Persona ,En ese momento se nos cayó en mundo encima,1,shock emocional,Dimensión 8: Mental Health,1
Cáncer ,Tercera Persona ,… no lo podíamos creer,1,negación,Dimensión 4: General Health Perceptions,1
Cáncer ,Tercera Persona ,La subieron a la UCIP para hacerle una punción lumbar y fue cuando nos comunicaron que tenía una leucemia linfoblástica aguda,1,confirmación diagnóstico,Dimensión 9: Healthcare Interaction,1
Cáncer ,Tercera Persona ,"Estuvo tres meses seguidos ingresada con quimioterapia, aislada por dos virus y le tuvieron que poner dos reservorios",2,afrontamiento centrado problema,Dimensión 5: Vitality,1
Cáncer ,Tercera Persona ,"Estuvo tres meses seguidos ingresada con quimioterapia, aislada por dos virus y le tuvieron que poner dos reservorios",2,inicio tratamiento,Dimensión 2: Role Limitations due to Physical Problems,1
Cáncer ,Tercera Persona ,Después de esos tres meses le dieron el alta y ahora volvemos al hospital para que la quimioterapia y las revisiones que le corresponden.,0,,,0
Cáncer ,Tercera Persona ,"Fue el susto más grande que he tenido en mi vida, pero ella demuestra día a día que es fuerte",1,fortaleza,Dimensión 5: Vitality,1
Cáncer ,Tercera Persona ,y que puede con esto y con todo lo que venga,1,espíritu lucha,Dimensión 5: Vitality,1
Cáncer ,Tercera Persona ,¡Nos está dando una lección de vida! Gracias,1,agradecimiento,Dimensión 8: Mental Health,1
Cáncer ,Tercera Persona ,a la familia y a toda la gente que está en estos momentos con nosotros y nos ayuda a estar en pie para seguir lidiando con esta batalla,1,satisfacción apoyo social emocional,Dimensión 4: General Health Perceptions,1
Cáncer ,Tercera Persona ,¡Estamos seguros que la ganaremos!,1,optimismo,Dimensión 5: Vitality,1
Cáncer ,Tercera Persona ,Un saludo a todas las familias que saben los que es pasar por estas situaciones.,0,,,0
Cáncer ,Tercera Persona ,¡¡Mucha fuerza para tod@s!!.,0,,,0
Cáncer ,Tercera Persona ,,1,fortaleza,Dimensión 5: Vitality,1
